nta_id,nta_name,pop_white_pct_est,pop_black_pct_est,pop_hisp_pct_est,pop_asian_pct_est,pop_ba_above_pct_est,pop_inpov_pct_est,n_arrest,n_violent_arrest,n_theft_arrest,n_crime,n_violent_crime,n_theft_crime,pop_total_est
QN35,Briarwood-Jamaica Hills,0.16244963738920226,0.11589731783124209,0.2651548290549096,0.3972602739726027,0.364314767959517,0.15490707455181973,586,93,61,1081,177,383,43435
QN37,Kew Gardens Hills,0.5121831856583556,0.06611889552853904,0.1443694621883371,0.24291675252421183,0.42580899763220204,0.11096050603306225,375,55,52,945,126,331,38824
QN38,Pomonok-Flushing Heights-Hillcrest,0.30926208243066144,0.10441573724892347,0.23226082537644763,0.3238385621439461,0.31163537549407117,0.1883888952099215,1423,295,234,1451,210,408,37389
QN41,Fresh Meadows-Utopia,0.31139664201263295,0.050909679857474494,0.11110511256275982,0.47859418020838956,0.478270659761315,0.11425468368178116,140,22,43,476,43,213,18523
QN42,Oakland Gardens,0.3834179124948567,0.028939788780688522,0.10255794815525991,0.4606706898916472,0.4318805525838411,0.10091270930551743,165,23,33,520,49,209,29164
QN43,Bellerose,0.26622705400106933,0.06840135448226697,0.2184993762252718,0.41040812689360184,0.3608704620462046,0.1004220637461796,203,52,16,670,96,249,28055
QN44,Glen Oaks-Floral Park-New Hyde Park,0.41352240032881216,0.053431976983148374,0.10871352240032882,0.38647759967118783,0.4101063829787234,0.06934149284606102,142,40,25,477,75,189,24330
QN45,Douglas Manor-Douglaston-Little Neck,0.4559990708118781,0.009175732703550273,0.11007007627085834,0.40009291881218784,0.4670892494929006,0.07633885102239532,150,21,19,495,35,242,25829
QN46,Bayside-Bayside Hills,0.4092976027548453,0.020617191293982606,0.1239459626506556,0.4307094609509514,0.424380704041721,0.08053541550474067,954,137,143,1214,137,433,45302
QN47,Ft. Totten-Bay Terrace-Clearview,0.6047947043563825,0.006485374362644244,0.11552911709455228,0.2484569281688881,0.4911945313405167,0.08234872896527032,66,16,11,374,34,126,22358
QN48,Auburndale,0.36223386360359494,0.012399673186908253,0.11688374104868554,0.4843562262700053,0.34269131285092425,0.061609549480169425,108,16,16,415,36,165,20807
QN49,Whitestone,0.6054450642735872,0.004790201309725928,0.13427722532136793,0.22895949551297598,0.3655544041450777,0.05167785234899329,202,52,37,754,85,279,32984
QN50,Elmhurst-Maspeth,0.12837970027781037,0.008021285753413937,0.26810658527996245,0.5824236021442266,0.3045016913869373,0.13732559962376548,271,62,62,837,139,331,25557
QN51,Murray Hill,0.2498759684005648,0.016543907186200052,0.13912529099721405,0.5726061901309011,0.23491809828206153,0.1623332623468143,309,87,32,1046,166,368,52406
QN52,East Flushing,0.13760181852623604,0.014661867777988256,0.19193028982761887,0.6314074635347604,0.22735008509360297,0.16457906323540575,134,35,11,456,61,188,26395
