nta_id,nta_name,pop_white_pct_est,pop_black_pct_est,pop_hisp_pct_est,pop_asian_pct_est,pop_ba_above_pct_est,pop_inpov_pct_est,n_arrest,n_violent_arrest,n_theft_arrest,n_crime,n_violent_crime,n_theft_crime,pop_total_est
QN53,Woodhaven,0.1591474356956207,0.03066460976608003,0.5469099266442087,0.2406573686364638,0.21477399058589777,0.13325535076349151,972,113,103,1590,264,624,63526
QN54,Richmond Hill,0.1010913950553122,0.07706585492612666,0.36271438117157917,0.3208998440864207,0.22514430898838841,0.16305580423754104,3074,688,548,2771,505,719,67345
QN55,South Ozone Park,0.05411692828273334,0.21774837860701193,0.2202979603346179,0.27891484162045305,0.18826477200569772,0.12136665567437697,1545,341,237,3660,627,1080,85112
QN56,Ozone Park,0.231865759784955,0.053964892273856556,0.40756730338451513,0.2532480755915774,0.2288606344895692,0.1569620253164557,476,65,139,1058,132,444,24553
QN57,Lindenwood-Howard Beach,0.6788686093894463,0.02551107762901072,0.235249803102421,0.03903708523096942,0.2661464310305256,0.11780186294539284,265,48,44,862,77,356,29203
QN60,Kew Gardens,0.45511361284715035,0.056082115806464966,0.2597988493853731,0.19059641571127023,0.4670566852209474,0.11511030021562448,634,62,77,646,79,218,24161
QN61,Jamaica,0.037012184354582374,0.1584849019954088,0.3548825710754017,0.33024898463711816,0.2253175783185956,0.19440853264382676,3863,642,1140,4452,793,1549,56630
QN62,Queensboro Hill,0.13884882043646177,0.01377320738913964,0.16551114419989763,0.6666046251919409,0.22296429488826097,0.15723065462333552,205,53,31,678,79,310,21491
QN63,Woodside,0.21799186956331687,0.008021156620186213,0.34880010490886043,0.40024915854351534,0.3173291779371986,0.13048643653884232,573,130,69,1463,265,465,45754
QN66,Laurelton,0.013819830359754315,0.8817271131909915,0.06928195378765721,0.008226089499853758,0.27569876975343593,0.07083027185892726,504,90,53,1005,190,295,27352
QN68,Queensbridge-Ravenswood-Long Island City,0.16739954510993177,0.22830427091230732,0.3555218599949457,0.20217336365933788,0.2490616030028704,0.3061276122046248,1221,157,61,1664,325,453,19785
QN70,Astoria,0.49244533828382836,0.03859839108910891,0.2688737623762376,0.16849731848184818,0.4809313139793974,0.14131122560983483,1574,287,243,3527,574,1205,77568
QN71,Old Astoria,0.3641610157264464,0.1134396191025826,0.319470494878084,0.18222478718799595,0.43701150541288414,0.20002187226596677,524,106,43,1111,204,281,27724
QN72,Steinway,0.627349266143807,0.020605611478210748,0.20257724531176022,0.12805944955639267,0.473968253968254,0.09328881193832962,1655,412,349,1664,229,550,48579
QN76,Baisley Park,0.009764659349352318,0.6875309008207258,0.12258973598338772,0.06570750519133788,0.16256193797026977,0.11816849998758473,2423,251,186,2897,461,572,40452
QN98,Airport,NA,NA,NA,NA,NA,NA,74,3,2,38,3,6,NA
QN99,park-cemetery-etc-Queens,NA,NA,NA,NA,NA,NA,620,43,31,690,87,282,NA
SI01,Annadale-Huguenot-Prince's Bay-Eltingville,0.8815506351079336,0.005795793711390296,0.07329770250572638,0.031095995002429374,0.3485686793360597,0.05493625026126942,359,33,27,685,73,168,28814
SI05,New Springville-Bloomfield-Travis,0.6100346678064301,0.0501970841050482,0.13107280239350336,0.18480790236026023,0.32126962221838884,0.0950317175923684,510,45,110,1446,134,445,42114
SI07,Westerleigh,0.714751392613988,0.03263874561584485,0.15997524241799052,0.0823189601815556,0.3617021276595745,0.09909537775207568,209,38,36,735,63,224,24235
SI08,Grymes Hill-Clifton-Fox Hills,0.30173383317713215,0.296485473289597,0.2625117150890347,0.10009372071227741,0.33891884015736556,0.19674483031562284,395,64,44,967,157,209,21340
SI11,Charleston-Richmond Valley-Tottenville,0.8692662439265421,0.008441077163798072,0.08350489994235362,0.034258420489170716,0.3639916787492908,0.058445062471462375,765,77,181,1000,85,317,24286
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,0.22781329923273658,0.29955242966751916,0.3599744245524297,0.08957800511508951,0.25760836151245003,0.24037721324095457,1617,353,364,2446,370,585,31280
SI14,Grasmere-Arrochar-Ft. Wadsworth,0.6234286418535864,0.07887601676115356,0.14080601429627804,0.13156273108208036,0.3835827664399093,0.1527379318947237,284,39,23,674,84,139,16228
SI22,West New Brighton-New Brighton-St. George,0.23874380567293954,0.34496701425835286,0.3073906302252759,0.05311160429270666,0.3024865781294151,0.2610502339325289,2742,589,542,3212,575,619,32893
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,0.6984215413184772,0.019312906220984215,0.10665428659857629,0.16140513772825751,0.35898957362041195,0.08919474766650846,392,29,208,1348,99,599,32310
SI25,Oakwood-Oakwood Beach,0.793984027545311,0.025871550858399886,0.1208933097412845,0.04447420018172254,0.3021130025832947,0.0767020970985349,166,24,46,603,61,156,20911
SI28,Port Richmond,0.39196547826980377,0.14368642761738415,0.3769649645535806,0.05347785883078188,0.2328006088280061,0.1888911788953009,593,98,70,1243,221,311,19466
SI32,Rossville-Woodrow,0.8554461705202312,5.41907514450867e-4,0.0890083092485549,0.04028179190751445,0.33530927835051544,0.0950465515682907,251,24,17,424,42,73,22144
SI35,New Brighton-Silver Lake,0.5958946949451299,0.07806902825950987,0.2541650082447262,0.053732870870529366,0.379296066252588,0.14915334238008143,362,80,45,884,138,238,17587
SI36,Old Town-Dongan Hills-South Beach,0.6818055057567428,0.04800605553563603,0.165571092785148,0.08796462292338951,0.2796510652575071,0.14726376268285726,278,57,40,860,110,224,25101
SI37,Stapleton-Rosebank,0.35488947171225177,0.1977894342450356,0.3252529037092544,0.09130760584488573,0.2709354241533268,0.22019371204550695,1115,159,140,2099,367,444,26690
SI45,New Dorp-Midland Beach,0.7387971419107557,0.01741352387261629,0.15880376662092463,0.07769838640988028,0.3054288170336573,0.10278250993753549,851,190,197,1247,141,336,21133
SI48,Arden Heights,0.7724292938752575,0.017306611725042144,0.12758943622401198,0.0696759692826372,0.32018623568446963,0.06959266496317451,171,19,9,376,37,75,26695
SI54,Great Kills,0.8289834039465368,0.007911799817420004,0.10282998993469254,0.054048360291191686,0.3307882253557736,0.06884923422790501,311,41,42,1053,90,276,42721
SI99,park-cemetery-etc-Staten Island,NA,NA,NA,NA,NA,NA,7,0,0,9,0,2,NA
